date,team,request_type,team_request_type,volume
2020-12-01 00:00:00,Team C,Request 1,Team C - Request 1,747
2020-12-01 00:00:00,Team B,Request 20,Team B - Request 20,380
2020-12-01 00:00:00,Team B,Request 19,Team B - Request 19,880
2020-12-01 00:00:00,Team B,Request 18,Team B - Request 18,396
2020-12-01 00:00:00,Team C,Request 2,Team C - Request 2,882
2020-12-01 00:00:00,Team B,Request 16,Team B - Request 16,389
2020-12-01 00:00:00,Team B,Request 15,Team B - Request 15,893
2020-12-01 00:00:00,Team B,Request 14,Team B - Request 14,294
2020-12-01 00:00:00,Team B,Request 7,Team B - Request 7,276
2020-12-01 00:00:00,Team B,Request 13,Team B - Request 13,441
2020-12-01 00:00:00,Team B,Request 12,Team B - Request 12,142
2020-12-01 00:00:00,Team B,Request 11,Team B - Request 11,446
2020-12-01 00:00:00,Team B,Request 10,Team B - Request 10,609
2020-12-01 00:00:00,Team B,Request 9,Team B - Request 9,147
2020-12-01 00:00:00,Team B,Request 8,Team B - Request 8,16
2020-12-01 00:00:00,Team B,Request 17,Team B - Request 17,244
2021-01-01 00:00:00,Team D,Request 6,Team D - Request 6,190
2021-01-01 00:00:00,Team D,Request 7,Team D - Request 7,183
2021-01-01 00:00:00,Team D,Request 8,Team D - Request 8,58
2021-01-01 00:00:00,Team D,Request 13,Team D - Request 13,533
2021-01-01 00:00:00,Team D,Request 10,Team D - Request 10,670
2021-01-01 00:00:00,Team D,Request 11,Team D - Request 11,123
2021-01-01 00:00:00,Team D,Request 12,Team D - Request 12,384
2021-01-01 00:00:00,Team D,Request 5,Team D - Request 5,460
2021-01-01 00:00:00,Team D,Request 9,Team D - Request 9,411
2021-01-01 00:00:00,Team D,Request 4,Team D - Request 4,213
2021-01-01 00:00:00,Team C,Request 13,Team C - Request 13,230
2021-01-01 00:00:00,Team D,Request 2,Team D - Request 2,276
2021-01-01 00:00:00,Team D,Request 1,Team D - Request 1,867
2021-01-01 00:00:00,Team C,Request 20,Team C - Request 20,45
2021-01-01 00:00:00,Team C,Request 19,Team C - Request 19,50
2021-01-01 00:00:00,Team C,Request 18,Team C - Request 18,763
2021-01-01 00:00:00,Team C,Request 17,Team C - Request 17,22
2021-01-01 00:00:00,Team C,Request 16,Team C - Request 16,309
2021-01-01 00:00:00,Team C,Request 15,Team C - Request 15,699
2021-01-01 00:00:00,Team C,Request 14,Team C - Request 14,686
2021-01-01 00:00:00,Team D,Request 14,Team D - Request 14,207
2021-01-01 00:00:00,Team D,Request 3,Team D - Request 3,611
2021-01-01 00:00:00,Team D,Request 15,Team D - Request 15,321
2021-01-01 00:00:00,Team E,Request 7,Team E - Request 7,643
2021-01-01 00:00:00,Team D,Request 17,Team D - Request 17,811
2021-01-01 00:00:00,Team C,Request 12,Team C - Request 12,796
2021-01-01 00:00:00,Team E,Request 19,Team E - Request 19,477
2021-01-01 00:00:00,Team E,Request 18,Team E - Request 18,77
2021-01-01 00:00:00,Team E,Request 17,Team E - Request 17,610
2021-01-01 00:00:00,Team E,Request 16,Team E - Request 16,328
2021-01-01 00:00:00,Team E,Request 15,Team E - Request 15,608
2021-01-01 00:00:00,Team E,Request 14,Team E - Request 14,341
2021-01-01 00:00:00,Team E,Request 13,Team E - Request 13,109
2021-01-01 00:00:00,Team E,Request 12,Team E - Request 12,336
2021-01-01 00:00:00,Team E,Request 11,Team E - Request 11,661
2021-01-01 00:00:00,Team D,Request 16,Team D - Request 16,181
2021-01-01 00:00:00,Team E,Request 10,Team E - Request 10,646
2021-01-01 00:00:00,Team E,Request 8,Team E - Request 8,738
2021-01-01 00:00:00,Team E,Request 6,Team E - Request 6,414
2021-01-01 00:00:00,Team E,Request 5,Team E - Request 5,36
2021-01-01 00:00:00,Team E,Request 4,Team E - Request 4,276
2021-01-01 00:00:00,Team E,Request 3,Team E - Request 3,878
2021-01-01 00:00:00,Team E,Request 2,Team E - Request 2,966
2021-01-01 00:00:00,Team E,Request 1,Team E - Request 1,429
2021-01-01 00:00:00,Team D,Request 20,Team D - Request 20,251
2021-01-01 00:00:00,Team D,Request 19,Team D - Request 19,855
2021-01-01 00:00:00,Team D,Request 18,Team D - Request 18,994
2021-01-01 00:00:00,Team E,Request 9,Team E - Request 9,791
2021-01-01 00:00:00,Team C,Request 11,Team C - Request 11,52
2021-01-01 00:00:00,Team E,Request 20,Team E - Request 20,124
2021-01-01 00:00:00,Team C,Request 9,Team C - Request 9,129
2021-01-01 00:00:00,Team B,Request 2,Team B - Request 2,267
2021-01-01 00:00:00,Team B,Request 1,Team B - Request 1,662
2021-01-01 00:00:00,Team A,Request 20,Team A - Request 20,176
2021-01-01 00:00:00,Team A,Request 19,Team A - Request 19,743
2021-01-01 00:00:00,Team A,Request 18,Team A - Request 18,170
2021-01-01 00:00:00,Team A,Request 17,Team A - Request 17,875
2021-01-01 00:00:00,Team A,Request 16,Team A - Request 16,375
2021-01-01 00:00:00,Team A,Request 15,Team A - Request 15,140
2021-01-01 00:00:00,Team A,Request 14,Team A - Request 14,611
2021-01-01 00:00:00,Team A,Request 13,Team A - Request 13,731
2021-01-01 00:00:00,Team B,Request 3,Team B - Request 3,10
2021-01-01 00:00:00,Team A,Request 12,Team A - Request 12,226
2021-01-01 00:00:00,Team A,Request 10,Team A - Request 10,175
2021-01-01 00:00:00,Team A,Request 9,Team A - Request 9,493
2021-01-01 00:00:00,Team A,Request 8,Team A - Request 8,703
2021-01-01 00:00:00,Team A,Request 7,Team A - Request 7,909
2021-01-01 00:00:00,Team A,Request 6,Team A - Request 6,103
2021-01-01 00:00:00,Team A,Request 5,Team A - Request 5,540
2021-01-01 00:00:00,Team A,Request 4,Team A - Request 4,324
2021-01-01 00:00:00,Team A,Request 3,Team A - Request 3,508
2021-01-01 00:00:00,Team A,Request 2,Team A - Request 2,553
2021-01-01 00:00:00,Team A,Request 1,Team A - Request 1,19
2021-01-01 00:00:00,Team A,Request 11,Team A - Request 11,218
2021-01-01 00:00:00,Team B,Request 4,Team B - Request 4,724
2021-01-01 00:00:00,Team C,Request 10,Team C - Request 10,937
2021-01-01 00:00:00,Team B,Request 6,Team B - Request 6,355
2021-01-01 00:00:00,Team B,Request 5,Team B - Request 5,187
2021-01-01 00:00:00,Team C,Request 8,Team C - Request 8,487
2021-01-01 00:00:00,Team C,Request 7,Team C - Request 7,388
2021-01-01 00:00:00,Team C,Request 6,Team C - Request 6,218
2021-01-01 00:00:00,Team C,Request 5,Team C - Request 5,53
2021-01-01 00:00:00,Team C,Request 4,Team C - Request 4,287
2021-01-01 00:00:00,Team C,Request 3,Team C - Request 3,720
2021-01-01 00:00:00,Team C,Request 1,Team C - Request 1,835
2021-01-01 00:00:00,Team B,Request 20,Team B - Request 20,588
2021-01-01 00:00:00,Team B,Request 19,Team B - Request 19,994
2021-01-01 00:00:00,Team B,Request 18,Team B - Request 18,938
2021-01-01 00:00:00,Team C,Request 2,Team C - Request 2,504
2021-01-01 00:00:00,Team B,Request 16,Team B - Request 16,949
2021-01-01 00:00:00,Team B,Request 15,Team B - Request 15,220
2021-01-01 00:00:00,Team B,Request 14,Team B - Request 14,52
2021-01-01 00:00:00,Team B,Request 7,Team B - Request 7,765
2021-01-01 00:00:00,Team B,Request 13,Team B - Request 13,153
2021-01-01 00:00:00,Team B,Request 12,Team B - Request 12,530
2021-01-01 00:00:00,Team B,Request 11,Team B - Request 11,235
2021-01-01 00:00:00,Team B,Request 10,Team B - Request 10,703
2021-01-01 00:00:00,Team B,Request 9,Team B - Request 9,782
2021-01-01 00:00:00,Team B,Request 8,Team B - Request 8,752
2021-01-01 00:00:00,Team B,Request 17,Team B - Request 17,653
2021-02-01 00:00:00,Team D,Request 6,Team D - Request 6,16
2021-02-01 00:00:00,Team D,Request 7,Team D - Request 7,682
2021-02-01 00:00:00,Team D,Request 8,Team D - Request 8,825
2021-02-01 00:00:00,Team D,Request 13,Team D - Request 13,65
2021-02-01 00:00:00,Team D,Request 10,Team D - Request 10,774
2021-02-01 00:00:00,Team D,Request 11,Team D - Request 11,202
2021-02-01 00:00:00,Team D,Request 12,Team D - Request 12,494
2021-02-01 00:00:00,Team D,Request 5,Team D - Request 5,67
2021-02-01 00:00:00,Team D,Request 9,Team D - Request 9,610
2021-02-01 00:00:00,Team D,Request 4,Team D - Request 4,877
2021-02-01 00:00:00,Team C,Request 13,Team C - Request 13,589
2021-02-01 00:00:00,Team D,Request 2,Team D - Request 2,723
2021-02-01 00:00:00,Team D,Request 1,Team D - Request 1,719
2021-02-01 00:00:00,Team C,Request 20,Team C - Request 20,282
2021-02-01 00:00:00,Team C,Request 19,Team C - Request 19,465
2021-02-01 00:00:00,Team C,Request 18,Team C - Request 18,583
2021-02-01 00:00:00,Team C,Request 17,Team C - Request 17,254
2021-02-01 00:00:00,Team C,Request 16,Team C - Request 16,44
2021-02-01 00:00:00,Team C,Request 15,Team C - Request 15,31
2021-02-01 00:00:00,Team C,Request 14,Team C - Request 14,503
2021-02-01 00:00:00,Team D,Request 14,Team D - Request 14,716
2021-02-01 00:00:00,Team D,Request 3,Team D - Request 3,207
2021-02-01 00:00:00,Team D,Request 15,Team D - Request 15,45
2021-02-01 00:00:00,Team E,Request 7,Team E - Request 7,951
2021-02-01 00:00:00,Team D,Request 17,Team D - Request 17,60
2021-02-01 00:00:00,Team C,Request 12,Team C - Request 12,780
2021-02-01 00:00:00,Team E,Request 19,Team E - Request 19,679
2021-02-01 00:00:00,Team E,Request 18,Team E - Request 18,740
2021-02-01 00:00:00,Team E,Request 17,Team E - Request 17,494
2021-02-01 00:00:00,Team E,Request 16,Team E - Request 16,773
2021-02-01 00:00:00,Team E,Request 15,Team E - Request 15,599
2021-02-01 00:00:00,Team E,Request 14,Team E - Request 14,533
2021-02-01 00:00:00,Team E,Request 13,Team E - Request 13,618
2021-02-01 00:00:00,Team E,Request 12,Team E - Request 12,614
2021-02-01 00:00:00,Team E,Request 11,Team E - Request 11,931
2021-02-01 00:00:00,Team D,Request 16,Team D - Request 16,290
2021-02-01 00:00:00,Team E,Request 10,Team E - Request 10,476
2021-02-01 00:00:00,Team E,Request 8,Team E - Request 8,385
2021-02-01 00:00:00,Team E,Request 6,Team E - Request 6,490
2021-02-01 00:00:00,Team E,Request 5,Team E - Request 5,323
2021-02-01 00:00:00,Team E,Request 4,Team E - Request 4,645
2021-02-01 00:00:00,Team E,Request 3,Team E - Request 3,997
2021-02-01 00:00:00,Team E,Request 2,Team E - Request 2,854
2021-02-01 00:00:00,Team E,Request 1,Team E - Request 1,907
2021-02-01 00:00:00,Team D,Request 20,Team D - Request 20,394
2021-02-01 00:00:00,Team D,Request 19,Team D - Request 19,582
2021-02-01 00:00:00,Team D,Request 18,Team D - Request 18,235
2021-02-01 00:00:00,Team E,Request 9,Team E - Request 9,818
2021-02-01 00:00:00,Team C,Request 11,Team C - Request 11,114
2021-02-01 00:00:00,Team E,Request 20,Team E - Request 20,345
2021-02-01 00:00:00,Team C,Request 9,Team C - Request 9,211
2021-02-01 00:00:00,Team B,Request 2,Team B - Request 2,216
2021-02-01 00:00:00,Team B,Request 1,Team B - Request 1,180
2021-02-01 00:00:00,Team A,Request 20,Team A - Request 20,561
2021-02-01 00:00:00,Team A,Request 19,Team A - Request 19,462
2021-02-01 00:00:00,Team A,Request 18,Team A - Request 18,579
2021-02-01 00:00:00,Team A,Request 17,Team A - Request 17,931
2021-02-01 00:00:00,Team A,Request 16,Team A - Request 16,183
2021-02-01 00:00:00,Team A,Request 15,Team A - Request 15,263
2021-02-01 00:00:00,Team A,Request 14,Team A - Request 14,219
2021-02-01 00:00:00,Team A,Request 13,Team A - Request 13,262
2021-02-01 00:00:00,Team B,Request 3,Team B - Request 3,563
2021-02-01 00:00:00,Team A,Request 12,Team A - Request 12,26
2021-02-01 00:00:00,Team A,Request 10,Team A - Request 10,40
2021-02-01 00:00:00,Team A,Request 9,Team A - Request 9,163
2021-02-01 00:00:00,Team A,Request 8,Team A - Request 8,68
2021-02-01 00:00:00,Team A,Request 7,Team A - Request 7,60
2021-02-01 00:00:00,Team A,Request 6,Team A - Request 6,647
2021-02-01 00:00:00,Team A,Request 5,Team A - Request 5,22
2021-02-01 00:00:00,Team A,Request 4,Team A - Request 4,580
2021-02-01 00:00:00,Team A,Request 3,Team A - Request 3,417
2021-02-01 00:00:00,Team A,Request 2,Team A - Request 2,350
2021-02-01 00:00:00,Team A,Request 1,Team A - Request 1,650
2021-02-01 00:00:00,Team A,Request 11,Team A - Request 11,462
2021-02-01 00:00:00,Team B,Request 4,Team B - Request 4,996
2021-02-01 00:00:00,Team C,Request 10,Team C - Request 10,956
2021-02-01 00:00:00,Team B,Request 6,Team B - Request 6,437
2021-02-01 00:00:00,Team C,Request 8,Team C - Request 8,641
2021-02-01 00:00:00,Team C,Request 7,Team C - Request 7,546
2021-02-01 00:00:00,Team C,Request 6,Team C - Request 6,234
2021-02-01 00:00:00,Team C,Request 5,Team C - Request 5,435
2021-02-01 00:00:00,Team C,Request 4,Team C - Request 4,505
2021-02-01 00:00:00,Team C,Request 3,Team C - Request 3,442
2021-02-01 00:00:00,Team B,Request 5,Team B - Request 5,751
2021-02-01 00:00:00,Team C,Request 1,Team C - Request 1,482
2021-02-01 00:00:00,Team B,Request 20,Team B - Request 20,218
2021-02-01 00:00:00,Team B,Request 19,Team B - Request 19,516
2021-02-01 00:00:00,Team B,Request 18,Team B - Request 18,356
2021-02-01 00:00:00,Team C,Request 2,Team C - Request 2,1000
2021-02-01 00:00:00,Team B,Request 16,Team B - Request 16,747
2021-02-01 00:00:00,Team B,Request 15,Team B - Request 15,572
2021-02-01 00:00:00,Team B,Request 14,Team B - Request 14,581
2021-02-01 00:00:00,Team B,Request 13,Team B - Request 13,899
2021-02-01 00:00:00,Team B,Request 12,Team B - Request 12,840
2021-02-01 00:00:00,Team B,Request 11,Team B - Request 11,64
2021-02-01 00:00:00,Team B,Request 10,Team B - Request 10,927
2021-02-01 00:00:00,Team B,Request 9,Team B - Request 9,710
2021-02-01 00:00:00,Team B,Request 8,Team B - Request 8,199
2021-02-01 00:00:00,Team B,Request 7,Team B - Request 7,825
2021-02-01 00:00:00,Team B,Request 17,Team B - Request 17,666
2021-03-01 00:00:00,Team D,Request 5,Team D - Request 5,173
2021-03-01 00:00:00,Team D,Request 6,Team D - Request 6,849
2021-03-01 00:00:00,Team D,Request 7,Team D - Request 7,808
2021-03-01 00:00:00,Team D,Request 8,Team D - Request 8,589
2021-03-01 00:00:00,Team D,Request 13,Team D - Request 13,450
2021-03-01 00:00:00,Team D,Request 10,Team D - Request 10,486
2021-03-01 00:00:00,Team D,Request 11,Team D - Request 11,368
2021-03-01 00:00:00,Team D,Request 12,Team D - Request 12,143
2021-03-01 00:00:00,Team D,Request 9,Team D - Request 9,343
2021-03-01 00:00:00,Team D,Request 4,Team D - Request 4,372
2021-03-01 00:00:00,Team C,Request 12,Team C - Request 12,424
2021-03-01 00:00:00,Team D,Request 2,Team D - Request 2,650
2021-03-01 00:00:00,Team D,Request 1,Team D - Request 1,617
2021-03-01 00:00:00,Team C,Request 20,Team C - Request 20,187
2021-03-01 00:00:00,Team C,Request 19,Team C - Request 19,606
2021-03-01 00:00:00,Team C,Request 18,Team C - Request 18,180
2021-03-01 00:00:00,Team C,Request 17,Team C - Request 17,903
2021-03-01 00:00:00,Team C,Request 16,Team C - Request 16,438
2021-03-01 00:00:00,Team C,Request 15,Team C - Request 15,222
2021-03-01 00:00:00,Team C,Request 14,Team C - Request 14,799
2021-03-01 00:00:00,Team C,Request 13,Team C - Request 13,862
2021-03-01 00:00:00,Team D,Request 14,Team D - Request 14,862
2021-03-01 00:00:00,Team D,Request 3,Team D - Request 3,736
2021-03-01 00:00:00,Team D,Request 15,Team D - Request 15,160
2021-03-01 00:00:00,Team E,Request 7,Team E - Request 7,299
2021-03-01 00:00:00,Team D,Request 17,Team D - Request 17,984
2021-03-01 00:00:00,Team C,Request 11,Team C - Request 11,42
2021-03-01 00:00:00,Team E,Request 19,Team E - Request 19,952
2021-03-01 00:00:00,Team E,Request 18,Team E - Request 18,237
2021-03-01 00:00:00,Team E,Request 17,Team E - Request 17,772
2021-03-01 00:00:00,Team E,Request 16,Team E - Request 16,726
2021-03-01 00:00:00,Team E,Request 15,Team E - Request 15,181
2021-03-01 00:00:00,Team E,Request 14,Team E - Request 14,341
2021-03-01 00:00:00,Team E,Request 13,Team E - Request 13,30
2021-03-01 00:00:00,Team E,Request 12,Team E - Request 12,627
2021-03-01 00:00:00,Team E,Request 11,Team E - Request 11,798
2021-03-01 00:00:00,Team D,Request 16,Team D - Request 16,824
2021-03-01 00:00:00,Team E,Request 10,Team E - Request 10,928
2021-03-01 00:00:00,Team E,Request 8,Team E - Request 8,622
2021-03-01 00:00:00,Team E,Request 6,Team E - Request 6,478
2021-03-01 00:00:00,Team E,Request 5,Team E - Request 5,83
2021-03-01 00:00:00,Team E,Request 4,Team E - Request 4,829
2021-03-01 00:00:00,Team E,Request 3,Team E - Request 3,218
2021-03-01 00:00:00,Team E,Request 2,Team E - Request 2,496
2021-03-01 00:00:00,Team E,Request 1,Team E - Request 1,349
2021-03-01 00:00:00,Team D,Request 20,Team D - Request 20,368
2021-03-01 00:00:00,Team D,Request 19,Team D - Request 19,802
2021-03-01 00:00:00,Team D,Request 18,Team D - Request 18,955
2021-03-01 00:00:00,Team E,Request 9,Team E - Request 9,291
2021-03-01 00:00:00,Team E,Request 20,Team E - Request 20,974
2021-03-01 00:00:00,Team C,Request 10,Team C - Request 10,404
2021-03-01 00:00:00,Team C,Request 8,Team C - Request 8,981
2021-03-01 00:00:00,Team B,Request 1,Team B - Request 1,52
2021-03-01 00:00:00,Team A,Request 20,Team A - Request 20,777
2021-03-01 00:00:00,Team A,Request 19,Team A - Request 19,843
2021-03-01 00:00:00,Team A,Request 18,Team A - Request 18,384
2021-03-01 00:00:00,Team A,Request 17,Team A - Request 17,38
2021-03-01 00:00:00,Team A,Request 16,Team A - Request 16,814
2021-03-01 00:00:00,Team A,Request 15,Team A - Request 15,433
2021-03-01 00:00:00,Team A,Request 14,Team A - Request 14,58
2021-03-01 00:00:00,Team A,Request 12,Team A - Request 12,726
2021-03-01 00:00:00,Team A,Request 11,Team A - Request 11,816
2021-03-01 00:00:00,Team A,Request 10,Team A - Request 10,468
2021-03-01 00:00:00,Team A,Request 9,Team A - Request 9,59
2021-03-01 00:00:00,Team A,Request 8,Team A - Request 8,76
2021-03-01 00:00:00,Team A,Request 7,Team A - Request 7,205
2021-03-01 00:00:00,Team A,Request 6,Team A - Request 6,753
2021-03-01 00:00:00,Team A,Request 5,Team A - Request 5,475
2021-03-01 00:00:00,Team A,Request 4,Team A - Request 4,623
2021-03-01 00:00:00,Team A,Request 3,Team A - Request 3,422
2021-03-01 00:00:00,Team A,Request 2,Team A - Request 2,84
2021-03-01 00:00:00,Team A,Request 1,Team A - Request 1,224
2021-03-01 00:00:00,Team C,Request 9,Team C - Request 9,827
2021-03-01 00:00:00,Team B,Request 2,Team B - Request 2,794
2021-03-01 00:00:00,Team B,Request 3,Team B - Request 3,720
2021-03-01 00:00:00,Team A,Request 13,Team A - Request 13,229
2021-03-01 00:00:00,Team B,Request 5,Team B - Request 5,66
2021-03-01 00:00:00,Team B,Request 4,Team B - Request 4,854
2021-03-01 00:00:00,Team C,Request 6,Team C - Request 6,790
2021-03-01 00:00:00,Team C,Request 5,Team C - Request 5,211
2021-03-01 00:00:00,Team C,Request 4,Team C - Request 4,66
2021-03-01 00:00:00,Team C,Request 3,Team C - Request 3,650
2021-03-01 00:00:00,Team C,Request 2,Team C - Request 2,63
2021-03-01 00:00:00,Team C,Request 1,Team C - Request 1,844
2021-03-01 00:00:00,Team B,Request 20,Team B - Request 20,662
2021-03-01 00:00:00,Team B,Request 19,Team B - Request 19,620
2021-03-01 00:00:00,Team B,Request 18,Team B - Request 18,741
2021-03-01 00:00:00,Team B,Request 17,Team B - Request 17,320
2021-03-01 00:00:00,Team C,Request 7,Team C - Request 7,803
2021-03-01 00:00:00,Team B,Request 15,Team B - Request 15,839
2021-03-01 00:00:00,Team B,Request 16,Team B - Request 16,798
2021-03-01 00:00:00,Team B,Request 7,Team B - Request 7,849
2021-03-01 00:00:00,Team B,Request 8,Team B - Request 8,527
2021-03-01 00:00:00,Team B,Request 9,Team B - Request 9,116
2021-03-01 00:00:00,Team B,Request 10,Team B - Request 10,871
2021-03-01 00:00:00,Team B,Request 6,Team B - Request 6,111
2021-03-01 00:00:00,Team B,Request 12,Team B - Request 12,13
2021-03-01 00:00:00,Team B,Request 13,Team B - Request 13,779
2021-03-01 00:00:00,Team B,Request 14,Team B - Request 14,487
2021-03-01 00:00:00,Team B,Request 11,Team B - Request 11,152
